post,comment
"$INCO gini nih klo udah dipegang pemerintah, bukannya bagi dividen malah suruh tambah modal.. 😪😪😓🇮🇩","ada proyek di sulawesi , butuh dana juga"
"$INCO gini nih klo udah dipegang pemerintah, bukannya bagi dividen malah suruh tambah modal.. 😪😪😓🇮🇩",ejak kapan tebus ri itu wajib ?? mau tebus untuk avg down itu hak masing2 dan bukan kewajiban. lagian investor retail delusinya ga ngaruh apa2 😄
"$INCO gini nih klo udah dipegang pemerintah, bukannya bagi dividen malah suruh tambah modal.. 😪😪😓🇮🇩",dasarnya bilang ancur apa nih? kas dan laba $INCO masih besar. tdk bagi deviden bukan berarti keuangan dan manajemen jelek.
"$INCO gini nih klo udah dipegang pemerintah, bukannya bagi dividen malah suruh tambah modal.. 😪😪😓🇮🇩", Plg nanti tebus ri pk duit dividen shm lain kanbs🤭 ane py 55lot inco ave 5940 ud hold lama sih😎 tp biarkan aj krn emg inco bt shm longterm investment
"$INCO gini nih klo udah dipegang pemerintah, bukannya bagi dividen malah suruh tambah modal.. 😪😪😓🇮🇩",benar pak buat long term sangat bagus prospeknya asal jgn mikirin short term aja 🤭😀
"$INCO gini nih klo udah dipegang pemerintah, bukannya bagi dividen malah suruh tambah modal.. 😪😪😓🇮🇩"," perlu hati2 pula...long term tdk jamin bagus, byk yg cuma fluktuasi dan turun perlahan2"
"$INCO gini nih klo udah dipegang pemerintah, bukannya bagi dividen malah suruh tambah modal.. 😪😪😓🇮🇩", benar bisa dilihat Dari $PTBA $ANTM $TINS semoga $INCO tidak bernasib sama ya😭
"$INCO mantap🤡

kmrn msuk 4260
pagi ke 4320 julan

now 4160-4170 🚀",gini kah?
$INCO jebol support sepertinya,diemin aja entar juga turun sendiri ngapain di beli
$INCO jebol support sepertinya,otw 3800
"pasar gak kondusif ditambah rupiah terus melemah, semua saham pada banyak all time low, hindari saham yang penghasilannya banyak gunaian rupiah macam $GOTO

incer saham2 yang berpenghasilan dollar saja kalau mau nekat masuk, atau beralih ke crypto, suram bursa indonesia sekarang ditambah kebijakannya yang makin aneh

recomend $INKP $ADRO $INCO $MEDC

pemerintah terlalu gaya2an gunain apbn, ditambah agenda makan siang gratis tahun depan, rupiah mata uang paling tertekan dibanding negara asean lain",oke gas oke gas😂
"pasar gak kondusif ditambah rupiah terus melemah, semua saham pada banyak all time low, hindari saham yang penghasilannya banyak gunaian rupiah macam $GOTO

incer saham2 yang berpenghasilan dollar saja kalau mau nekat masuk, atau beralih ke crypto, suram bursa indonesia sekarang ditambah kebijakannya yang makin aneh

recomend $INKP $ADRO $INCO $MEDC

pemerintah terlalu gaya2an gunain apbn, ditambah agenda makan siang gratis tahun depan, rupiah mata uang paling tertekan dibanding negara asean lain",dollar juga potensi crash
"pasar gak kondusif ditambah rupiah terus melemah, semua saham pada banyak all time low, hindari saham yang penghasilannya banyak gunaian rupiah macam $GOTO

incer saham2 yang berpenghasilan dollar saja kalau mau nekat masuk, atau beralih ke crypto, suram bursa indonesia sekarang ditambah kebijakannya yang makin aneh

recomend $INKP $ADRO $INCO $MEDC

pemerintah terlalu gaya2an gunain apbn, ditambah agenda makan siang gratis tahun depan, rupiah mata uang paling tertekan dibanding negara asean lain"," kan baru potensi kalau sampai the fed gak turunin suku bunga sampai tahun depan bisa crash parah rupiah, yang bagus mata uang malaysia, thailand, sama singapura, mereka bisa sangat stabil mata uangnya karena exportnya tinggi jadi punya banyak cadangan devisa buat intervensi dollar"
siap siap turun kan muatan bakalan ada sesuatu wkwk $INCO,sesuatu apa tuh
siap siap turun kan muatan bakalan ada sesuatu wkwk $INCO, Mau right issue
siap siap turun kan muatan bakalan ada sesuatu wkwk $INCO, pretttt
$INCO dikasih lagi 4160 ? 🧐🤡,itu $INCO bg 😭 bkn INKP
$INCO dikasih lagi 4160 ? 🧐🤡,"oh iy, terima kasih🚀"
"$INCO MENOLAK HIJAU‼️🤡

11 hari closing MERAH terus.

kapan hijau-nya?

mingdep? 🧐","Harap maklum harga nickel lg jatuh terus, siapkan cash untuk haka saja 😁"
"$INCO MENOLAK HIJAU‼️🤡

11 hari closing MERAH terus.

kapan hijau-nya?

mingdep? 🧐",kemungkinan akan turun lagi masuk tunggu selesai ring issue pengalaman pribadi setelah ring issue akan membentuk harga baru
$UNVR Susah tembus 3000 kayaknya,udah itu
"$SIDO struktur market menunjukkan one more breakout dari pola continuation yang ada, momentum dan moneyflow positif tetapi terdapat dua skenario trading untuk kondisi ini: breakout langsung ke 800 atau koreksi dulu ke demand area di bawah dan sideways untuk lanjut ke 800. But either way bisa jadi trading plan yang baik, saran saya entry bertahap pada harga sekarang dan demand area di bawahnya sesuai gambar.",terima kasih pak
kenapa percaya sama $SIDO saham nya lelet mending masuk ke $AMMN menuju 1000%, beda saham gorengan bandar
kenapa percaya sama $SIDO saham nya lelet mending masuk ke $AMMN menuju 1000%,gx semua orang berani ambil resiko yg tinggi🗿
"$SIDO masih setia nii pak, kembali lah pak sido🌚","pasti balik gan, tpi harus sabar, masih sideways"
"$SIDO masih setia nii pak, kembali lah pak sido🌚", tambah muatan om
"$SIDO masih setia nii pak, kembali lah pak sido🌚",Ga average down ?
"$SIDO masih setia nii pak, kembali lah pak sido🌚",wih sama avg diatas 800
"$SIDO Saya msh pemula, baru mulai investasi Maret kemarin, mau nambah lot di sido tp bingung ntar malah avg up, saran dong temen2 mending nunggu turun dibawah avg price atau gas aja🙏","habis pembagian dividen biasanya harga turun bang, nunggu harga turun dulu aja baru beli lagi"
"$SIDO Saya msh pemula, baru mulai investasi Maret kemarin, mau nambah lot di sido tp bingung ntar malah avg up, saran dong temen2 mending nunggu turun dibawah avg price atau gas aja🙏",Malah terbang bang😂
"$SIDO Saya msh pemula, baru mulai investasi Maret kemarin, mau nambah lot di sido tp bingung ntar malah avg up, saran dong temen2 mending nunggu turun dibawah avg price atau gas aja🙏",Ini pertanyaan yg sama buat saya. Akhirnya bisa baca pendapat investor di sini. Makasih
"$SIDO Saya msh pemula, baru mulai investasi Maret kemarin, mau nambah lot di sido tp bingung ntar malah avg up, saran dong temen2 mending nunggu turun dibawah avg price atau gas aja🙏",terima kasih infonya… mau nambah nambah lot.
"$SIDO Saya msh pemula, baru mulai investasi Maret kemarin, mau nambah lot di sido tp bingung ntar malah avg up, saran dong temen2 mending nunggu turun dibawah avg price atau gas aja🙏",nabung rutin aja kakak tapi kecil kecil aja
"$SIDO Luar biasa sekali ketika angin puting beliung datang saham2 lain Rontok
sido tetap bertahan kokoh tak tertandingi
aku suka gayamu👍🫡😇", selalu sedia tolak angin👍
"$SIDO Luar biasa sekali ketika angin puting beliung datang saham2 lain Rontok
sido tetap bertahan kokoh tak tertandingi
aku suka gayamu👍🫡😇",pastilah...dirumah selalu redy stok tolak angin 
"Saya melihat transaksi IHSG Hari ini hanya 8,2 Triliun rupiah. Sangat sepi. Bahkan transaksi di pasar reguler hanya 7,4 Triliun.

Top broker dengan nilai transaksi lebih dari 1 Triliun hanya ada 5 sekuritas. Peringkat 1 adalah CC, nampaknya geng dapen dan BPJS lagi yang melakukan intervensi pasar yang sepi banget ini.

>90% transaksi IHSG hari ini terkonsentrasi pada 10 sekuritas saja. Bahkan sekuritas kita tercinta Stockbit XL itu nilai transaksinya hanya 227 Miliar atau setara dengan 2,7% dari total transaksi IHSG.

Nampaknya banyak bandar dan jenderal bursa yang kena kurung di saham BREN sehingga mengakibatkan bursa ini jadi sunyi banget pasca rebalancing MSCI. Tidak saya tag sahamnya karena banyak user Stockbit yang ngamuk sama saya kalau saya tag BREN. Saya tidak tahu apa masalah mereka sehingga tidak mau saham BREN di tag. Tapi bisa jadi karena sudah terlanjur all in full margin di harga >10.000 sehingga tidak ingin membaca hal negatif tentang BREN. Hal tersebut memang bisa dimengerti. Bayangkan kalau kamu sudah floating profit gede di BREN dan sudah screenshot lalu sudah pamer ke medsos floating profit gede >50% cuan lalu tiba-tiba BREN kena perangkap FCA dari BEI selama 1 bulan lalu ARB berjilid-jilid hingga akhirnya dari floating profit 50% menjadi floating minus 50%, tentu hal tersebut akan langsung menganggu fungsi psikologis dan mental.

Saya rasa mau marah pun percuma saja. Petisi yang sudah dibuat sejak Maret 2024 lalu yang ditandatangani belasan ribu orang saja tidak digubris oleh bursa. Jadi alih - alih marah sama tag BREN, ada baiknya ikhlaskan saja semuanya. Lewati fase psikologi denial, anger, depression, dan bargaining langsung lompat ke fase acceptance alias nrimo. BREN mungkin sekarang nyungsep tapi bukan berarti ini akan nyungsep selamanya. Selalu ada cahaya di ujung jalan bagi orang-orang yang percaya dan terus berjuang.

Anyway, dollar masih strong >16.000 (gambar 2). Ini sudah meleset jauh dari asumsi APBN 2024. Jadi ceritanya pemerintah itu pasang asumsi dollar di 2024 ini hanya 15.000 rupiah (gambar 3), ini meleset jauh banget dari realitas sekarang yang mana Dollar sudah >16.200. Melesetnya asumsi dollar ini bisa mengakibatkan defisit APBN di 2024 melebar.

Harus diakui Sri Mulyani ini lumayan hebat karena di April 2024, APBN kita masih surplus (gambar 4). Target pemerintah adalah kalaupun terjadi defisit anggaran, jangan sampai tembus 3%. Soalnya kalau defisit APBN tembus >3% maka otomatis pemerintah harus rilis surat utang negara lagi. Apakah mungkin defisit APBN akan bisa ditekan di bawah 3% dengan dolar yang meroket, potensi pengeluaran negara meningkat lewat pembangunan IKN dan makan siang gratis dan apalagi kalau bukan Sri Mulyani lagi yang jadi menteri keuangan? Tidak tahu dalam beberapa bulan ke depan jika harga minyak meroket dan dollar meroket karena perang yang berkepanjangan di Timur Tengah dan Ukraina, apakah kita bisa menghadapi defisit APBN? Untungnya Iran dan Israel tidak jadi perang terbuka. Drama mereka bikin jantungan saja.

Dalam kondisi penuh ketidakpastian seperti ini saham apa yang menarik? Saham yang rich cash dan low debt adalah yang menarik karena mereka memiliki bumper depan dan belakang yang sangat besar dalam menghadapi ketidakpastian.

Tinggal cek saja laporan keuangan perusahaan tiap perusahaan untuk melihat perusahaan mana yang memiliki cadangan kas besar dan Utang mini. Sebagai contoh $AVIA $SIDO $ANTM $ADRO ini semua punya cadangan kas besar. ANTM punya cadangan kas 11 Triliun dan total utang hanya 9 Triliun. Bumper kuat. Yang tidak kuat hanya kasus korupsinya banyak.",makasih insight nya Om 🙏👍...jd bs antisipasi money management. Melimpah berkah rejekinya selalu om.
"Saya melihat transaksi IHSG Hari ini hanya 8,2 Triliun rupiah. Sangat sepi. Bahkan transaksi di pasar reguler hanya 7,4 Triliun.

Top broker dengan nilai transaksi lebih dari 1 Triliun hanya ada 5 sekuritas. Peringkat 1 adalah CC, nampaknya geng dapen dan BPJS lagi yang melakukan intervensi pasar yang sepi banget ini.

>90% transaksi IHSG hari ini terkonsentrasi pada 10 sekuritas saja. Bahkan sekuritas kita tercinta Stockbit XL itu nilai transaksinya hanya 227 Miliar atau setara dengan 2,7% dari total transaksi IHSG.

Nampaknya banyak bandar dan jenderal bursa yang kena kurung di saham BREN sehingga mengakibatkan bursa ini jadi sunyi banget pasca rebalancing MSCI. Tidak saya tag sahamnya karena banyak user Stockbit yang ngamuk sama saya kalau saya tag BREN. Saya tidak tahu apa masalah mereka sehingga tidak mau saham BREN di tag. Tapi bisa jadi karena sudah terlanjur all in full margin di harga >10.000 sehingga tidak ingin membaca hal negatif tentang BREN. Hal tersebut memang bisa dimengerti. Bayangkan kalau kamu sudah floating profit gede di BREN dan sudah screenshot lalu sudah pamer ke medsos floating profit gede >50% cuan lalu tiba-tiba BREN kena perangkap FCA dari BEI selama 1 bulan lalu ARB berjilid-jilid hingga akhirnya dari floating profit 50% menjadi floating minus 50%, tentu hal tersebut akan langsung menganggu fungsi psikologis dan mental.

Saya rasa mau marah pun percuma saja. Petisi yang sudah dibuat sejak Maret 2024 lalu yang ditandatangani belasan ribu orang saja tidak digubris oleh bursa. Jadi alih - alih marah sama tag BREN, ada baiknya ikhlaskan saja semuanya. Lewati fase psikologi denial, anger, depression, dan bargaining langsung lompat ke fase acceptance alias nrimo. BREN mungkin sekarang nyungsep tapi bukan berarti ini akan nyungsep selamanya. Selalu ada cahaya di ujung jalan bagi orang-orang yang percaya dan terus berjuang.

Anyway, dollar masih strong >16.000 (gambar 2). Ini sudah meleset jauh dari asumsi APBN 2024. Jadi ceritanya pemerintah itu pasang asumsi dollar di 2024 ini hanya 15.000 rupiah (gambar 3), ini meleset jauh banget dari realitas sekarang yang mana Dollar sudah >16.200. Melesetnya asumsi dollar ini bisa mengakibatkan defisit APBN di 2024 melebar.

Harus diakui Sri Mulyani ini lumayan hebat karena di April 2024, APBN kita masih surplus (gambar 4). Target pemerintah adalah kalaupun terjadi defisit anggaran, jangan sampai tembus 3%. Soalnya kalau defisit APBN tembus >3% maka otomatis pemerintah harus rilis surat utang negara lagi. Apakah mungkin defisit APBN akan bisa ditekan di bawah 3% dengan dolar yang meroket, potensi pengeluaran negara meningkat lewat pembangunan IKN dan makan siang gratis dan apalagi kalau bukan Sri Mulyani lagi yang jadi menteri keuangan? Tidak tahu dalam beberapa bulan ke depan jika harga minyak meroket dan dollar meroket karena perang yang berkepanjangan di Timur Tengah dan Ukraina, apakah kita bisa menghadapi defisit APBN? Untungnya Iran dan Israel tidak jadi perang terbuka. Drama mereka bikin jantungan saja.

Dalam kondisi penuh ketidakpastian seperti ini saham apa yang menarik? Saham yang rich cash dan low debt adalah yang menarik karena mereka memiliki bumper depan dan belakang yang sangat besar dalam menghadapi ketidakpastian.

Tinggal cek saja laporan keuangan perusahaan tiap perusahaan untuk melihat perusahaan mana yang memiliki cadangan kas besar dan Utang mini. Sebagai contoh $AVIA $SIDO $ANTM $ADRO ini semua punya cadangan kas besar. ANTM punya cadangan kas 11 Triliun dan total utang hanya 9 Triliun. Bumper kuat. Yang tidak kuat hanya kasus korupsinya banyak.",Ketrigger sama judulnya tapi untungnya saya mahasiswa dan saldo rek saya kagak pernah sepi di akhir bulan 🤣🤣🤣
"Saya melihat transaksi IHSG Hari ini hanya 8,2 Triliun rupiah. Sangat sepi. Bahkan transaksi di pasar reguler hanya 7,4 Triliun.

Top broker dengan nilai transaksi lebih dari 1 Triliun hanya ada 5 sekuritas. Peringkat 1 adalah CC, nampaknya geng dapen dan BPJS lagi yang melakukan intervensi pasar yang sepi banget ini.

>90% transaksi IHSG hari ini terkonsentrasi pada 10 sekuritas saja. Bahkan sekuritas kita tercinta Stockbit XL itu nilai transaksinya hanya 227 Miliar atau setara dengan 2,7% dari total transaksi IHSG.

Nampaknya banyak bandar dan jenderal bursa yang kena kurung di saham BREN sehingga mengakibatkan bursa ini jadi sunyi banget pasca rebalancing MSCI. Tidak saya tag sahamnya karena banyak user Stockbit yang ngamuk sama saya kalau saya tag BREN. Saya tidak tahu apa masalah mereka sehingga tidak mau saham BREN di tag. Tapi bisa jadi karena sudah terlanjur all in full margin di harga >10.000 sehingga tidak ingin membaca hal negatif tentang BREN. Hal tersebut memang bisa dimengerti. Bayangkan kalau kamu sudah floating profit gede di BREN dan sudah screenshot lalu sudah pamer ke medsos floating profit gede >50% cuan lalu tiba-tiba BREN kena perangkap FCA dari BEI selama 1 bulan lalu ARB berjilid-jilid hingga akhirnya dari floating profit 50% menjadi floating minus 50%, tentu hal tersebut akan langsung menganggu fungsi psikologis dan mental.

Saya rasa mau marah pun percuma saja. Petisi yang sudah dibuat sejak Maret 2024 lalu yang ditandatangani belasan ribu orang saja tidak digubris oleh bursa. Jadi alih - alih marah sama tag BREN, ada baiknya ikhlaskan saja semuanya. Lewati fase psikologi denial, anger, depression, dan bargaining langsung lompat ke fase acceptance alias nrimo. BREN mungkin sekarang nyungsep tapi bukan berarti ini akan nyungsep selamanya. Selalu ada cahaya di ujung jalan bagi orang-orang yang percaya dan terus berjuang.

Anyway, dollar masih strong >16.000 (gambar 2). Ini sudah meleset jauh dari asumsi APBN 2024. Jadi ceritanya pemerintah itu pasang asumsi dollar di 2024 ini hanya 15.000 rupiah (gambar 3), ini meleset jauh banget dari realitas sekarang yang mana Dollar sudah >16.200. Melesetnya asumsi dollar ini bisa mengakibatkan defisit APBN di 2024 melebar.

Harus diakui Sri Mulyani ini lumayan hebat karena di April 2024, APBN kita masih surplus (gambar 4). Target pemerintah adalah kalaupun terjadi defisit anggaran, jangan sampai tembus 3%. Soalnya kalau defisit APBN tembus >3% maka otomatis pemerintah harus rilis surat utang negara lagi. Apakah mungkin defisit APBN akan bisa ditekan di bawah 3% dengan dolar yang meroket, potensi pengeluaran negara meningkat lewat pembangunan IKN dan makan siang gratis dan apalagi kalau bukan Sri Mulyani lagi yang jadi menteri keuangan? Tidak tahu dalam beberapa bulan ke depan jika harga minyak meroket dan dollar meroket karena perang yang berkepanjangan di Timur Tengah dan Ukraina, apakah kita bisa menghadapi defisit APBN? Untungnya Iran dan Israel tidak jadi perang terbuka. Drama mereka bikin jantungan saja.

Dalam kondisi penuh ketidakpastian seperti ini saham apa yang menarik? Saham yang rich cash dan low debt adalah yang menarik karena mereka memiliki bumper depan dan belakang yang sangat besar dalam menghadapi ketidakpastian.

Tinggal cek saja laporan keuangan perusahaan tiap perusahaan untuk melihat perusahaan mana yang memiliki cadangan kas besar dan Utang mini. Sebagai contoh $AVIA $SIDO $ANTM $ADRO ini semua punya cadangan kas besar. ANTM punya cadangan kas 11 Triliun dan total utang hanya 9 Triliun. Bumper kuat. Yang tidak kuat hanya kasus korupsinya banyak.", UGD bro. NFB BCA aja cuma 60 milyar. what the…
"Saya melihat transaksi IHSG Hari ini hanya 8,2 Triliun rupiah. Sangat sepi. Bahkan transaksi di pasar reguler hanya 7,4 Triliun.

Top broker dengan nilai transaksi lebih dari 1 Triliun hanya ada 5 sekuritas. Peringkat 1 adalah CC, nampaknya geng dapen dan BPJS lagi yang melakukan intervensi pasar yang sepi banget ini.

>90% transaksi IHSG hari ini terkonsentrasi pada 10 sekuritas saja. Bahkan sekuritas kita tercinta Stockbit XL itu nilai transaksinya hanya 227 Miliar atau setara dengan 2,7% dari total transaksi IHSG.

Nampaknya banyak bandar dan jenderal bursa yang kena kurung di saham BREN sehingga mengakibatkan bursa ini jadi sunyi banget pasca rebalancing MSCI. Tidak saya tag sahamnya karena banyak user Stockbit yang ngamuk sama saya kalau saya tag BREN. Saya tidak tahu apa masalah mereka sehingga tidak mau saham BREN di tag. Tapi bisa jadi karena sudah terlanjur all in full margin di harga >10.000 sehingga tidak ingin membaca hal negatif tentang BREN. Hal tersebut memang bisa dimengerti. Bayangkan kalau kamu sudah floating profit gede di BREN dan sudah screenshot lalu sudah pamer ke medsos floating profit gede >50% cuan lalu tiba-tiba BREN kena perangkap FCA dari BEI selama 1 bulan lalu ARB berjilid-jilid hingga akhirnya dari floating profit 50% menjadi floating minus 50%, tentu hal tersebut akan langsung menganggu fungsi psikologis dan mental.

Saya rasa mau marah pun percuma saja. Petisi yang sudah dibuat sejak Maret 2024 lalu yang ditandatangani belasan ribu orang saja tidak digubris oleh bursa. Jadi alih - alih marah sama tag BREN, ada baiknya ikhlaskan saja semuanya. Lewati fase psikologi denial, anger, depression, dan bargaining langsung lompat ke fase acceptance alias nrimo. BREN mungkin sekarang nyungsep tapi bukan berarti ini akan nyungsep selamanya. Selalu ada cahaya di ujung jalan bagi orang-orang yang percaya dan terus berjuang.

Anyway, dollar masih strong >16.000 (gambar 2). Ini sudah meleset jauh dari asumsi APBN 2024. Jadi ceritanya pemerintah itu pasang asumsi dollar di 2024 ini hanya 15.000 rupiah (gambar 3), ini meleset jauh banget dari realitas sekarang yang mana Dollar sudah >16.200. Melesetnya asumsi dollar ini bisa mengakibatkan defisit APBN di 2024 melebar.

Harus diakui Sri Mulyani ini lumayan hebat karena di April 2024, APBN kita masih surplus (gambar 4). Target pemerintah adalah kalaupun terjadi defisit anggaran, jangan sampai tembus 3%. Soalnya kalau defisit APBN tembus >3% maka otomatis pemerintah harus rilis surat utang negara lagi. Apakah mungkin defisit APBN akan bisa ditekan di bawah 3% dengan dolar yang meroket, potensi pengeluaran negara meningkat lewat pembangunan IKN dan makan siang gratis dan apalagi kalau bukan Sri Mulyani lagi yang jadi menteri keuangan? Tidak tahu dalam beberapa bulan ke depan jika harga minyak meroket dan dollar meroket karena perang yang berkepanjangan di Timur Tengah dan Ukraina, apakah kita bisa menghadapi defisit APBN? Untungnya Iran dan Israel tidak jadi perang terbuka. Drama mereka bikin jantungan saja.

Dalam kondisi penuh ketidakpastian seperti ini saham apa yang menarik? Saham yang rich cash dan low debt adalah yang menarik karena mereka memiliki bumper depan dan belakang yang sangat besar dalam menghadapi ketidakpastian.

Tinggal cek saja laporan keuangan perusahaan tiap perusahaan untuk melihat perusahaan mana yang memiliki cadangan kas besar dan Utang mini. Sebagai contoh $AVIA $SIDO $ANTM $ADRO ini semua punya cadangan kas besar. ANTM punya cadangan kas 11 Triliun dan total utang hanya 9 Triliun. Bumper kuat. Yang tidak kuat hanya kasus korupsinya banyak.",Kas bsr debt kecil LSIP dan MBSS
"Saya melihat transaksi IHSG Hari ini hanya 8,2 Triliun rupiah. Sangat sepi. Bahkan transaksi di pasar reguler hanya 7,4 Triliun.

Top broker dengan nilai transaksi lebih dari 1 Triliun hanya ada 5 sekuritas. Peringkat 1 adalah CC, nampaknya geng dapen dan BPJS lagi yang melakukan intervensi pasar yang sepi banget ini.

>90% transaksi IHSG hari ini terkonsentrasi pada 10 sekuritas saja. Bahkan sekuritas kita tercinta Stockbit XL itu nilai transaksinya hanya 227 Miliar atau setara dengan 2,7% dari total transaksi IHSG.

Nampaknya banyak bandar dan jenderal bursa yang kena kurung di saham BREN sehingga mengakibatkan bursa ini jadi sunyi banget pasca rebalancing MSCI. Tidak saya tag sahamnya karena banyak user Stockbit yang ngamuk sama saya kalau saya tag BREN. Saya tidak tahu apa masalah mereka sehingga tidak mau saham BREN di tag. Tapi bisa jadi karena sudah terlanjur all in full margin di harga >10.000 sehingga tidak ingin membaca hal negatif tentang BREN. Hal tersebut memang bisa dimengerti. Bayangkan kalau kamu sudah floating profit gede di BREN dan sudah screenshot lalu sudah pamer ke medsos floating profit gede >50% cuan lalu tiba-tiba BREN kena perangkap FCA dari BEI selama 1 bulan lalu ARB berjilid-jilid hingga akhirnya dari floating profit 50% menjadi floating minus 50%, tentu hal tersebut akan langsung menganggu fungsi psikologis dan mental.

Saya rasa mau marah pun percuma saja. Petisi yang sudah dibuat sejak Maret 2024 lalu yang ditandatangani belasan ribu orang saja tidak digubris oleh bursa. Jadi alih - alih marah sama tag BREN, ada baiknya ikhlaskan saja semuanya. Lewati fase psikologi denial, anger, depression, dan bargaining langsung lompat ke fase acceptance alias nrimo. BREN mungkin sekarang nyungsep tapi bukan berarti ini akan nyungsep selamanya. Selalu ada cahaya di ujung jalan bagi orang-orang yang percaya dan terus berjuang.

Anyway, dollar masih strong >16.000 (gambar 2). Ini sudah meleset jauh dari asumsi APBN 2024. Jadi ceritanya pemerintah itu pasang asumsi dollar di 2024 ini hanya 15.000 rupiah (gambar 3), ini meleset jauh banget dari realitas sekarang yang mana Dollar sudah >16.200. Melesetnya asumsi dollar ini bisa mengakibatkan defisit APBN di 2024 melebar.

Harus diakui Sri Mulyani ini lumayan hebat karena di April 2024, APBN kita masih surplus (gambar 4). Target pemerintah adalah kalaupun terjadi defisit anggaran, jangan sampai tembus 3%. Soalnya kalau defisit APBN tembus >3% maka otomatis pemerintah harus rilis surat utang negara lagi. Apakah mungkin defisit APBN akan bisa ditekan di bawah 3% dengan dolar yang meroket, potensi pengeluaran negara meningkat lewat pembangunan IKN dan makan siang gratis dan apalagi kalau bukan Sri Mulyani lagi yang jadi menteri keuangan? Tidak tahu dalam beberapa bulan ke depan jika harga minyak meroket dan dollar meroket karena perang yang berkepanjangan di Timur Tengah dan Ukraina, apakah kita bisa menghadapi defisit APBN? Untungnya Iran dan Israel tidak jadi perang terbuka. Drama mereka bikin jantungan saja.

Dalam kondisi penuh ketidakpastian seperti ini saham apa yang menarik? Saham yang rich cash dan low debt adalah yang menarik karena mereka memiliki bumper depan dan belakang yang sangat besar dalam menghadapi ketidakpastian.

Tinggal cek saja laporan keuangan perusahaan tiap perusahaan untuk melihat perusahaan mana yang memiliki cadangan kas besar dan Utang mini. Sebagai contoh $AVIA $SIDO $ANTM $ADRO ini semua punya cadangan kas besar. ANTM punya cadangan kas 11 Triliun dan total utang hanya 9 Triliun. Bumper kuat. Yang tidak kuat hanya kasus korupsinya banyak.","Dulu di era 2010-an juga ada 1 emitem fenomenal, yg bikin banya orang masuk RSJ. Dengar2, mereka paling anti dengar kata UMBI atau sejenisnya 🤣$BUMI $BREN"
